name,number_of_seasons,vote_count,vote_average,popularity,network1,first_air_date,last_air_date,status,renewed,show_duration
Working Stiffs,1,1,5,2.274,CBS,1979-09-15,1979-09-29,Ended,FALSE,14
Breaking Away,1,1,5,3.081,ABC,1980-11-29,1981-01-10,Ended,FALSE,42
The Weight of the Nation,1,1,2,2.705,HBO,2012-05-14,2012-05-15,Returning Series,TRUE,1
First Monday,1,1,6,5.361,CBS,2002-01-15,2002-05-03,Ended,FALSE,108
Greatest Geek Year Ever! 1982,1,1,7,2.31,The CW,2023-07-08,2023-07-29,Ended,FALSE,21
The 5 Mrs. Buchanans,1,1,10,15.935,CBS,1994-09-24,1995-03-25,Ended,FALSE,182
One in a Million,1,1,5,2.386,ABC,1980-01-08,1980-06-02,Ended,FALSE,146
If We Had Super Powers,2,1,10,0.647,Prime Video,2020-07-08,2021-11-05,Returning Series,TRUE,485
Cost of Life,2,1,6,2.547,FOX,2009-08-25,2011-05-24,Ended,FALSE,637
The Ashley Madison Affair,1,1,6,3.611,Hulu,2023-07-07,2023-07-07,Ended,FALSE,0
The Biskitts,1,1,5,4.078,CBS,1983-09-17,1984-09-08,Ended,FALSE,357
Ask Harriet,1,1,7,1.301,FOX,1998-01-04,1998-01-29,Ended,FALSE,25
The New Phil Silvers Show,1,1,5,38.17,CBS,1963-09-28,1964-04-25,Ended,FALSE,210
High Performance,1,1,5,2.166,ABC,1983-03-02,1983-03-23,Ended,FALSE,21
Karen,1,1,5,2.166,ABC,1975-01-30,1975-05-08,Ended,FALSE,98
American Juniors,1,1,1,2.971,FOX,2003-06-03,2003-08-19,Ended,FALSE,77
The Jean Arthur Show,1,1,6,2.88,CBS,1966-09-12,1966-12-05,Ended,FALSE,84
L.A. Doctors,1,1,7,18.543,CBS,1998-09-21,1999-05-10,Ended,FALSE,231
The Renegades,1,1,5,1.585,ABC,1983-03-04,1983-04-08,Ended,FALSE,35
The Hudson Brothers Razzle Dazzle Show,1,1,6,0.91,CBS,1974-09-07,1974-09-07,Canceled,FALSE,0
The Pride of the Family,1,1,5,30.463,ABC,1953-10-02,1954-07-02,Ended,FALSE,273
The Lineup,2,1,5,4.942,CBS,1954-10-01,1960-01-29,Ended,FALSE,1946
Eu Odeio Meu Chefe!,1,1,10,0.6,Prime Video,2015-04-01,2015-09-23,Ended,FALSE,175
Charlie Lawrence,1,1,7,1.277,CBS,2003-06-15,2003-06-22,Ended,FALSE,7
Big Fan,1,1,5,1.4,ABC,2017-01-09,2017-01-16,Canceled,FALSE,7
Dance 100,1,1,7,3.073,Netflix,2023-03-17,2023-03-17,Returning Series,TRUE,0
The Ted Knight Show,1,1,5,1.288,CBS,1978-04-08,1978-05-13,Ended,FALSE,35
DuPont Show of the Month,4,1,6,6.043,CBS,1957-09-29,1961-03-21,Ended,FALSE,1269
The Red Spy,1,1,3,1.094,Prime Video,2020-01-20,2020-01-24,Ended,FALSE,4
To Rome with Love,2,1,5,47.243,CBS,1969-09-28,1971-02-24,Ended,FALSE,514
The Bing Crosby Show,1,1,5,31.013,ABC,1964-09-14,1965-04-12,Ended,FALSE,210
NY Med,2,1,5,0.636,ABC,2012-07-10,2014-08-14,Canceled,FALSE,765
Co-Ed Fever,1,1,5,1.027,CBS,1979-02-04,1979-02-04,Ended,FALSE,0
Roll Out,1,1,6,2.381,CBS,1973-10-05,1974-01-04,Ended,FALSE,91
Maggie Winters,1,1,10,8.49,CBS,1998-09-30,1999-02-03,Ended,FALSE,126
Drexell's Class,1,1,5,14.93,FOX,1991-09-19,1992-03-05,Ended,FALSE,168
Over My Dead Body,1,1,5,2.042,CBS,1990-10-26,1991-06-20,Ended,FALSE,237
The Lloyd Bridges Show,1,1,5,41.489,CBS,1962-09-11,1963-05-28,Ended,FALSE,259
CBS Summer Playhouse,3,1,7,18.736,CBS,1987-06-12,1989-08-22,Ended,FALSE,802
"Baby, I'm Back",1,1,5,1.686,CBS,1978-01-30,1978-05-01,Ended,FALSE,91
Free Spirit,1,1,5,2.367,ABC,1989-09-22,1990-01-21,Ended,FALSE,121
Better Days,1,1,5,2.56,CBS,1986-10-01,1986-10-29,Ended,FALSE,28
Me and the Chimp,1,1,5,2.92,CBS,1972-01-13,1972-04-27,Ended,FALSE,105
Lifestyles of the Rich and Famous,13,1,4,1.531,CBS,1984-03-31,1984-03-31,Ended,FALSE,0
Brave Eagle,1,1,5,9.972,CBS,1955-09-28,1956-03-21,Ended,FALSE,175
Queenie,1,1,6,2.919,ABC,1987-05-10,1987-05-17,Ended,FALSE,7
Down and Out in Beverly Hills,1,1,5,2.863,FOX,1987-07-25,1987-09-12,Ended,FALSE,49
Hotel de Paree,1,1,5,11.593,CBS,1959-10-02,1960-06-03,Ended,FALSE,245
Babam Sınıfta Kaldı,1,1,3,2.835,FOX,2013-07-07,2013-09-01,Canceled,FALSE,56
13: Fear Is Real,1,1,2,0.68,The CW,2009-01-07,2009-02-20,Ended,FALSE,44
Kabe-Koji-Nekoyashiki-kun Desires to be Recognized,1,1,5,4.764,Prime Video,2022-10-04,2022-11-22,Ended,FALSE,49
Darmaduman,1,1,10,2.736,FOX,2022-10-27,2022-12-24,Ended,FALSE,58
24/7 College Football,1,1,10,0.882,HBO,2019-10-02,2019-10-23,Returning Series,TRUE,21
Kadim Dostum,1,1,4,1.515,FOX,2014-09-01,2014-10-27,Ended,FALSE,56
Mr. Smith Goes to Washington,1,1,9,8.8,ABC,1962-09-29,1963-03-16,Ended,FALSE,168
Girls Club,1,1,10,1.319,FOX,2002-10-21,2002-10-28,Ended,FALSE,7
The Betty Hutton Show,1,1,5,3.195,CBS,1959-10-01,1960-01-21,Ended,FALSE,112
Boot Camp,1,1,7,0.727,FOX,2001-03-28,2002-09-30,Ended,FALSE,551
The Baileys of Balboa,1,1,6,30.164,CBS,1964-09-19,1965-03-25,Ended,FALSE,187
Jack and Mike,1,1,5,5.264,ABC,1986-09-23,1987-03-24,Ended,FALSE,182
The Manions of America,1,1,6,2.856,ABC,1981-09-30,1981-10-02,Ended,FALSE,2
These Are the Days,1,1,5,7.882,ABC,1974-09-07,1974-12-21,Ended,FALSE,105
Trauma Center,1,1,5,3.993,ABC,1983-09-22,1983-12-08,Ended,FALSE,77
Oh Madeline,1,1,5,12.02,ABC,1983-09-27,1984-03-13,Ended,FALSE,168
Supercarrier,1,1,5,2.568,ABC,1988-03-06,1988-05-14,Ended,FALSE,69
The Second Hundred Years,1,1,6,21.417,ABC,1967-09-06,1968-03-28,Ended,FALSE,204
The Ultimate Surfer,1,1,7,0.6,ABC,2021-08-23,2021-09-21,Canceled,FALSE,29
Matt Lincoln,1,1,5,7.079,ABC,1970-09-24,1971-01-14,Ended,FALSE,112
No Easy Days,1,1,6,1.681,Prime Video,2018-09-20,2018-09-20,Returning Series,TRUE,0
Popi,1,1,5,2.396,CBS,1976-01-20,1976-08-24,Ended,FALSE,217
The Masked Singer Japan,2,1,8,1.276,Prime Video,2021-09-03,2022-08-25,Returning Series,TRUE,356
Foul Play,1,1,5,1.943,ABC,1981-01-26,1981-08-29,Ended,FALSE,215
Nerdesin Birader?,1,1,1,1.669,FOX,2017-11-01,2017-11-22,Ended,FALSE,21
Chicken Soup,1,1,5,1.238,ABC,1989-09-12,1989-11-07,Ended,FALSE,56
The New Loretta Young Show,1,1,5,10.662,CBS,1962-09-24,1963-03-18,Ended,FALSE,175
Man Against Crime,5,1,6,8.291,CBS,1949-10-07,1954-02-14,Ended,FALSE,1591
The Nurses,3,1,5,6.259,CBS,1962-09-27,1963-10-24,Ended,FALSE,392
Good Heavens,1,1,5,8.181,ABC,1976-02-29,1976-06-26,Ended,FALSE,118
Veekay,1,1,2,0.84,Prime Video,2023-02-10,2023-02-10,Ended,FALSE,0
Aloha Paradise,1,1,5,2.048,ABC,1981-02-25,1981-04-22,Canceled,FALSE,56
The Cara Williams Show,1,1,5,34.237,CBS,1964-09-23,1965-04-21,Ended,FALSE,210
3-nen Tatsu-gumi: Gokushufu-sensei,1,1,7,1.195,Hulu,2020-11-08,2020-12-13,Ended,FALSE,35
Fit Check: Confessions of an Ukay Queen,1,1,10,3.515,Prime Video,2023-07-06,2023-07-06,Ended,FALSE,0
Armed & Famous,1,1,2,1.816,CBS,2007-01-10,2007-01-17,Ended,FALSE,7
Testers,1,1,2,1.4,Disney+,2022-01-05,2022-06-15,Returning Series,TRUE,161
Melba,1,1,10,1.755,CBS,1986-01-28,1986-09-13,Ended,FALSE,228
NCT 127: The Lost Boys,1,1,10,8.131,Disney+,2023-08-30,2023-09-06,Returning Series,TRUE,7
Black Sunday,1,1,5,1.707,Prime Video,2023-06-23,2023-06-23,Returning Series,TRUE,0
Kayıtdışı,1,1,1,3.813,FOX,2017-09-18,2018-03-05,Ended,FALSE,168
The Court,1,1,10,2.771,ABC,2002-03-26,2002-04-09,Ended,FALSE,14
Nothing Sacred,1,1,9,10.076,ABC,1997-09-18,1998-03-14,Ended,FALSE,177
Baker's Dozen,1,1,10,0.896,Hulu,2021-10-07,2021-10-07,Returning Series,TRUE,0
Arnie,2,1,5,7.037,CBS,1970-09-19,1972-03-06,Ended,FALSE,534
The Briefcase,1,1,1,0.73,CBS,2015-05-27,2015-06-26,Canceled,FALSE,30
Jessica Novak,1,1,5,1.308,CBS,1981-11-05,1981-12-17,Ended,FALSE,42
Crusader,2,1,4,12.672,CBS,1955-10-07,1956-12-28,Ended,FALSE,448
Fright Krewe,1,1,10,35.523,Hulu,2023-10-02,2023-10-02,Returning Series,TRUE,0
The Survivors: Colonia Dignidad,1,1,2,1.376,Prime Video,2022-09-29,2022-09-29,Returning Series,TRUE,0
Michelle Wolf: It's Great to Be Here,1,1,7,2.885,Netflix,2023-09-12,2023-09-12,Ended,FALSE,0
Hollywood Beat,1,1,5,2.528,ABC,1985-09-21,1985-11-23,Ended,FALSE,63
Masquerade,1,1,5,11.115,ABC,1983-12-15,1984-04-27,Ended,FALSE,134
Dying for a Living,1,1,2,1.4,Prime Video,2022-12-04,2022-12-11,Returning Series,TRUE,7
The ABC Comedy Hour,1,1,5,1.227,ABC,1972-01-12,1972-04-05,Ended,FALSE,84
What Just Happened??! with Fred Savage,1,1,5,4.358,FOX,2019-06-30,2019-09-01,Returning Series,TRUE,63
Around the World in 79 Days,1,1,5,17.183,ABC,1969-09-06,1969-12-27,Ended,FALSE,112
Wayne Shorter: Zero Gravity,1,1,10,4.273,Prime Video,2023-08-24,2023-08-24,Ended,FALSE,0
Killer Camp!,1,1,2,0.6,Prime Video,2022-10-14,2022-10-21,Returning Series,TRUE,7
Aşk Yalanı Sever,1,1,4,1.63,FOX,2016-04-04,2016-05-16,Ended,FALSE,42
The Investigators,1,1,5,1.57,CBS,1961-10-05,1961-12-28,Ended,FALSE,84
Ned Blessing: The Story of My Life and Times,1,1,5,2.152,CBS,1993-08-18,1993-09-08,Ended,FALSE,21
This Little Show of Mine,1,1,2,0.6,Prime Video,2022-11-17,2022-11-17,Returning Series,TRUE,0
Magic for Humans by Mago Pop,1,1,2,0.6,Netflix,2021-03-26,2021-03-26,Returning Series,TRUE,0
Bake Off Japan,1,1,2,1.4,Prime Video,2022-04-22,2022-04-29,Returning Series,TRUE,7
Critic at Large,1,1,4,6.146,ABC,1948-08-18,1949-04-27,Ended,FALSE,252
"Big Shamus, Little Shamus",1,1,5,3.59,CBS,1979-09-29,1979-12-04,Ended,FALSE,66
Angel Falls,1,1,8,2.206,CBS,1993-08-26,1993-09-30,Ended,FALSE,35
A Turma do Sextou,1,1,10,1.506,Prime Video,2020-07-01,2021-01-20,Returning Series,TRUE,203
Almost Grown,1,1,5,3.168,CBS,1988-11-27,1989-02-20,Ended,FALSE,85
The Cowboys,1,1,5,2.982,ABC,1974-02-06,1974-05-08,Ended,FALSE,91
Is She the Wolf,1,1,6,3.38,Netflix,2023-06-11,2023-08-20,Ended,FALSE,70
MacGruder and Loud,1,1,5,3.552,ABC,1985-01-21,1985-04-30,Ended,FALSE,99
The American Girls,1,1,5,3.305,CBS,1978-09-23,1978-11-10,Ended,FALSE,48
"The Price is Right $1,000,000 Spectacular",1,1,10,21.797,CBS,2003-02-05,2008-05-21,Returning Series,TRUE,1932
The Smith Family,2,1,5,36.987,ABC,1971-01-20,1972-06-07,Ended,FALSE,504
All Def Comedy,1,1,7,0.632,HBO,2017-12-01,2018-01-05,Returning Series,TRUE,35
Julie,1,1,7,1.166,ABC,1992-05-30,1992-07-11,Ended,FALSE,42
We Need to Break Up,1,1,0.5,1.183,FOX,2016-07-15,2016-08-12,Ended,FALSE,28
Cowboy in Africa,1,1,5,50.239,ABC,1967-09-11,1968-04-01,Ended,FALSE,203
Help Me Help You,1,1,6,3.354,ABC,2006-09-26,2006-12-12,Ended,FALSE,77
Dayan Yüreğim,1,1,4,4.91,FOX,2018-11-01,2019-02-07,Ended,FALSE,98
Trollkins,1,1,6,1.182,CBS,1981-09-12,1981-12-19,Ended,FALSE,98
Calucci's Department,1,1,5,1.829,CBS,1973-09-14,1973-11-30,Ended,FALSE,77
Too Rich: The Secret Life of Doris Duke,1,1,2,3.71,CBS,1999-02-21,1999-02-24,Ended,FALSE,3
The Silent Force,1,1,5,2.375,ABC,1970-09-21,1971-01-11,Ended,FALSE,112
Another Love,1,1,8,49.396,FOX,2023-09-11,2023-10-02,Returning Series,TRUE,21
Cro,2,1,10,2.276,ABC,1993-09-18,1994-10-22,Ended,FALSE,399
Inside SG Flensburg-Handewitt,1,1,6,0.6,Prime Video,2020-10-16,2020-10-23,Ended,FALSE,7
South of Sunset,1,1,1,1.256,CBS,1993-10-27,1993-10-27,Ended,FALSE,0
Tracey McBean,1,1,5,15.805,ABC,2002-09-06,2002-10-04,Returning Series,TRUE,28
Panela NBA,1,1,2,3.617,Prime Video,2023-01-26,2023-06-15,Returning Series,TRUE,140
I'm a Big Girl Now,1,1,5,16.786,ABC,1980-10-31,1981-05-08,Ended,FALSE,189
Secret Chef,1,1,8,3.571,Hulu,2023-06-29,2023-06-29,Returning Series,TRUE,0
Kay O'Brien,1,1,5,1.892,CBS,1986-09-26,1986-11-13,Ended,FALSE,48
Checking In,1,1,5,2.341,CBS,1981-04-09,1981-04-30,Ended,FALSE,21
Unapologetic with Aisha Tyler,1,1,5,3.84,AMC,2018-06-04,2018-07-30,Ended,FALSE,56
Kanunsuz Topraklar,1,1,7,1.756,FOX,2021-09-29,2022-01-12,Ended,FALSE,105
Back to Reality,1,1,2,1.505,Prime Video,2023-05-01,2023-05-01,Returning Series,TRUE,0
Living in Your Car,2,1,8,1.514,HBO,2010-05-07,2011-12-12,Canceled,FALSE,584
The Real Love Boat,1,1,10,2.092,CBS,2022-10-05,2022-12-21,Returning Series,TRUE,77
Million Dollar Babies,1,1,9,1.916,CBS,1994-11-20,1994-11-22,Ended,FALSE,2
Baby Bob,2,1,10,0.796,CBS,2002-03-18,2003-06-20,Ended,FALSE,459
The Adventures of Don Coyote and Sancho Panda,3,1,5,2.65,CBS,1990-09-16,2003-07-01,Ended,FALSE,4671
Capitol Critters,1,1,7,4.063,ABC,1992-01-31,1992-03-14,Ended,FALSE,43
The Hathaways,1,1,5,21.113,ABC,1961-10-06,1962-03-30,Ended,FALSE,175
The Beulah Show,3,1,7,22.656,ABC,1950-10-03,1952-12-23,Ended,FALSE,812
Incognita's Infamous Adventures,1,1,2,0.973,Prime Video,2022-10-31,2022-10-31,Returning Series,TRUE,0
Buddy Games,1,1,10,16.362,CBS,2023-09-14,2023-09-21,Returning Series,TRUE,7
Tahir's House,1,1,6,2.76,Netflix,2023-09-06,2023-09-06,Returning Series,TRUE,0
Benimle Söyle,2,1,5,2.459,FOX,2019-05-11,2020-07-11,Returning Series,TRUE,427
The Mississippi,2,1,5,8.858,CBS,1983-03-25,1984-03-06,Ended,FALSE,347
Davis Rules,2,1,5,4.498,CBS,1991-01-27,1992-05-13,Ended,FALSE,472
The Cavanaughs,2,1,5,2.851,CBS,1986-12-01,1989-07-27,Ended,FALSE,969
When the Whistle Blows,1,1,5,3.152,ABC,1980-03-14,1980-07-20,Ended,FALSE,128
American High,1,1,2.5,1.264,FOX,2000-08-02,2000-08-09,Ended,FALSE,7
Ruud Gullit en de mysteries van het oude Egypte,1,1,2,1.855,Prime Video,2022-11-11,2022-11-11,Returning Series,TRUE,0
Bodies of Evidence,2,1,9,4.181,CBS,1992-06-18,1993-05-28,Ended,FALSE,344
Foley Square,1,1,5,3.462,CBS,1985-12-11,1986-04-08,Ended,FALSE,118
Assassins,1,1,8,1.268,Prime Video,2020-12-01,2020-12-01,Returning Series,TRUE,0
Tammy,1,1,5,5.208,ABC,1965-09-17,1966-03-11,Ended,FALSE,175
The Most Deadly Game,1,1,5,2.351,ABC,1970-10-10,1971-01-16,Ended,FALSE,98
Dutch Wheels,1,1,8,0.6,Prime Video,2021-12-07,2021-12-07,Returning Series,TRUE,0
Make Room for Granddaddy,1,1,5,11.056,ABC,1970-09-23,1971-03-18,Ended,FALSE,176
Head Cases,1,1,6,2.437,FOX,2005-09-14,2006-01-04,Canceled,FALSE,112
Mr. Deeds Goes to Town,1,1,9,14.176,ABC,1969-09-26,1970-01-23,Ended,FALSE,119
Shaping Up,1,1,5,1.96,ABC,1984-03-20,1984-04-17,Ended,FALSE,28
The New People,1,1,6,12.257,ABC,1969-09-22,1970-01-12,Ended,FALSE,112
Private Secretary,5,1,5,31.03,CBS,1953-02-01,1957-03-17,Ended,FALSE,1505
On the Record with Bob Costas,4,1,2,1.593,HBO,2001-02-14,2004-06-18,Ended,FALSE,1220
Laurel Avenue,1,1,1,1.841,HBO,1993-07-10,1993-07-11,Ended,FALSE,1
Sunday Dinner,1,1,5,1.43,CBS,1991-06-02,1991-07-07,Ended,FALSE,35
The Byrds of Paradise,1,1,6,1.792,ABC,1994-03-03,1994-06-23,Ended,FALSE,112
Hothouse,1,1,5,3.039,ABC,1988-06-30,1988-08-25,Ended,FALSE,56
Colt .45,3,1,5,0.754,ABC,1957-10-18,1957-10-25,Ended,FALSE,7
The Ellen Burstyn Show,1,1,5,1.813,ABC,1986-09-20,1987-09-05,Ended,FALSE,350
Barbary Coast,1,1,5,6.08,ABC,1975-09-08,1976-01-09,Ended,FALSE,123
Circus Boy,2,1,5,11.39,ABC,1956-09-23,1957-12-12,Ended,FALSE,445
Tribes,1,1,5,2.618,FOX,1990-03-05,1990-05-15,Ended,FALSE,71
Our Family Honor,1,1,5,1.622,ABC,1985-09-11,1986-01-03,Ended,FALSE,114
Unscripted,1,1,10,5.772,HBO,2005-01-09,2005-02-27,Ended,FALSE,49
Coffee Philosophy The Series,1,1,2,1.728,Netflix,2018-09-10,2018-11-12,Ended,FALSE,63
Beacon Hill,1,1,5,2.314,CBS,1975-08-25,1975-11-04,Ended,FALSE,71
The Fatal Conflict: Judea and Rome,1,1,5,1.4,Prime Video,2018-10-15,2018-10-15,Ended,FALSE,0
Mobbed,2,1,9,0.914,FOX,2011-03-31,2013-01-10,Returning Series,TRUE,651
You Don't Know Jack,1,1,9,0.936,ABC,2001-06-20,2001-07-18,Ended,FALSE,28
Gideon Oliver,1,1,5,0.923,ABC,1989-02-20,1989-05-22,Ended,FALSE,91
The Last Defense,1,1,8,0.64,ABC,2018-06-12,2018-07-24,Ended,FALSE,42
Lambert vs. Lambert: Over His Dead Body,1,1,10,4.102,Disney+,2023-05-10,2023-05-10,Returning Series,TRUE,0
The Young Lawyers,1,1,5,32.887,ABC,1970-09-21,1971-03-24,Ended,FALSE,184
Many Happy Returns,1,1,5,22.389,CBS,1964-09-21,1965-04-06,Ended,FALSE,197
The Tony Randall Show,2,1,5,36.632,ABC,1976-09-23,1978-03-25,Ended,FALSE,548
Harmony with A. R. Rahman,1,1,2,0.84,Prime Video,2018-08-15,2018-08-15,Ended,FALSE,0
Brooklyn Bridge,2,1,9,5.314,CBS,1991-09-20,1993-08-06,Ended,FALSE,686
The Story of the Royals,1,1,7,0.629,ABC,2018-08-22,2018-08-23,Ended,FALSE,1
Panduloria,1,1,2,0.647,Prime Video,2023-03-22,2023-03-22,Returning Series,TRUE,0
Dynasty: The Reunion,1,1,3,3.573,ABC,1991-10-20,1991-10-22,Ended,FALSE,2
Foot in the Door,1,1,5,1.457,CBS,1983-03-28,1983-04-25,Ended,FALSE,28
Nogizaka Doko-e,1,1,6,2.109,Hulu,2019-10-22,2020-03-17,Ended,FALSE,147
Skating with the Stars,1,1,10,1.4,ABC,2010-11-22,2010-12-21,Ended,FALSE,29
Window on Main Street,1,1,5,10.12,CBS,1961-10-02,1961-12-18,Ended,FALSE,77
"Rachel Gunn, R.N.",1,1,2,2.633,FOX,1992-06-28,1992-09-04,Canceled,FALSE,68
Lidsville,1,1,5,8.515,ABC,1971-09-11,1971-09-11,Ended,FALSE,0
썰바이벌,1,1,2,2.343,Netflix,2021-02-11,2021-07-29,Returning Series,TRUE,168
Victoria Avenging Psychologist,1,1,10,1.42,Prime Video,2020-12-30,2020-12-30,Returning Series,TRUE,0
The Dennis O'Keefe Show,1,1,5,48.786,CBS,1959-09-22,1960-05-10,Ended,FALSE,231
Sea Him,1,1,2,1.198,Netflix,2020-10-31,2021-03-15,Ended,FALSE,135
Dick Tracy,2,1,6,8.24,ABC,1950-09-11,1953-01-03,Ended,FALSE,845
Rafa Nadal Academy,1,1,2,1.4,Prime Video,2021-09-17,2021-09-17,Ended,FALSE,0
Legends of Sleepy Hollow,1,1,5,0.809,Prime Video,2021-10-01,2021-10-01,Ended,FALSE,0
King's Crossing,1,1,5,2.06,ABC,1982-01-16,1982-02-27,Ended,FALSE,42
Super Dave: Daredevil for Hire,1,1,2,2.499,FOX,1992-09-12,1992-09-12,Ended,FALSE,0
Destry,1,1,5,2.001,ABC,1964-02-14,1964-05-08,Ended,FALSE,84
Pod Save America,1,1,2,1.4,HBO,2018-10-12,2018-11-02,Ended,FALSE,21
Happy Hour,1,1,7.5,2.897,FOX,2006-09-07,2006-11-02,Ended,FALSE,56
In Case of Emergency,1,1,10,3.21,ABC,2007-01-03,2007-04-11,Canceled,FALSE,98
Rock Concert,3,1,8,44.933,ABC,1973-09-27,1976-03-27,Ended,FALSE,912
"Ace Crawford, Private Eye",1,1,5,0.981,CBS,1983-03-15,1983-04-12,Ended,FALSE,28
Truth or Consequences,5,1,7,96.594,CBS,1950-09-07,1957-01-09,Returning Series,TRUE,2316
எல்.ஓ.எல் – எங்க சிரி பாப்போம்,1,1,2,1.209,Prime Video,2021-08-27,2021-08-27,Returning Series,TRUE,0
Top of the Heap,1,1,6,4.698,FOX,1991-04-07,1991-05-19,Ended,FALSE,42
The Corner Bar,2,1,5,1.258,ABC,1972-06-21,1973-09-07,Ended,FALSE,443
Bourbon Street Beat,1,1,5,69.831,ABC,1959-10-05,1960-07-04,Ended,FALSE,273
Live-In,1,1,5,1.287,CBS,1989-03-20,1989-05-29,Ended,FALSE,70
The Mork & Mindy / Laverne & Shirley / Fonz Hour,1,1,7,1.28,ABC,1982-09-25,1982-09-25,Ended,FALSE,0
Primetime,7,1,1,10.66,ABC,1989-08-03,2009-09-09,Ended,FALSE,7342
Hawaiian Heat,1,1,5,1.564,ABC,1984-09-14,1984-12-21,Ended,FALSE,98
Public Defender,2,1,5,33.211,CBS,1954-03-11,1955-06-23,Ended,FALSE,469
NFL Honors,12,1,10,1.926,ABC,2012-02-04,2023-02-09,Returning Series,TRUE,4023
We've Got Each Other,1,1,5,3.399,CBS,1977-10-01,1978-01-07,Ended,FALSE,98
Full Count,2,1,3,5.494,Disney+,2023-04-26,2023-05-24,Returning Series,TRUE,28
Riot,1,1,1,1.705,FOX,2014-05-13,2014-06-10,Canceled,FALSE,28
Saturday Night Football,5,1,10,0.6,ABC,2006-09-02,2010-11-06,Ended,FALSE,1526
World's Wildest Police Videos,2,1,7,2.078,FOX,1998-04-02,2012-08-13,Canceled,FALSE,5247
Nihon Yakuza Kososhi,1,1,2,1.478,Netflix,2014-01-02,2014-01-15,Ended,FALSE,13
The Krofft Supershow,2,1,5,0.6,ABC,1976-09-11,1977-12-24,Ended,FALSE,469
Save My Life: Boston Trauma,1,1,7,0.967,ABC,2015-07-19,2015-08-30,Canceled,FALSE,42
Million Dollar Mind Game,1,1,4,1.521,ABC,2011-10-23,2011-11-27,Canceled,FALSE,35
The Lost Saucer,1,1,5,9.028,ABC,1975-09-06,1975-11-15,Ended,FALSE,70
Pink Collar Crimes,1,1,6,1.4,CBS,2018-07-28,2018-09-15,Canceled,FALSE,49
The Ave,2,1,2,0.638,Prime Video,2015-10-27,2020-12-31,Ended,FALSE,1892
The Reporter,1,1,5,2.543,CBS,1964-09-25,1964-12-18,Ended,FALSE,84
Philip Marlowe,1,1,5,8.53,ABC,1959-10-06,1960-03-29,Ended,FALSE,175
Trial and Error,1,1,5,1.541,CBS,1988-03-15,1988-03-29,Ended,FALSE,14
Couple Goals,4,1,2,0.727,Prime Video,2021-02-13,2023-02-07,Returning Series,TRUE,724
"Palmerstown, U.S.A.",2,1,5,2.999,CBS,1980-03-20,1981-06-02,Ended,FALSE,439
Horsepower,1,1,2,0.6,Prime Video,2022-09-23,2022-10-07,Returning Series,TRUE,14
Pinkfong Job Songs,1,1,10,1.783,Prime Video,2021-07-28,2021-10-18,Returning Series,TRUE,82
Our Man Higgins,1,1,6,19.467,ABC,1962-10-03,1963-05-22,Ended,FALSE,231
Mighty Man and Yukk,1,1,5,4.32,ABC,1979-09-22,1979-12-29,Ended,FALSE,98
Kodiak,1,1,5,0.924,ABC,1974-09-13,1974-10-04,Ended,FALSE,21
Grapevine,1,1,5,1.154,CBS,2000-02-28,2000-04-10,Ended,FALSE,42
On the Rocks,1,1,5,35.42,ABC,1975-09-11,1976-05-17,Ended,FALSE,249
Blind Ambition,1,1,5,4.679,CBS,1979-05-20,1979-05-23,Ended,FALSE,3
Bob & Carol & Ted & Alice,1,1,5,2.401,ABC,1973-09-26,1973-11-07,Ended,FALSE,42
Cracking Up,1,1,5,3.207,FOX,2004-03-09,2004-04-05,Ended,FALSE,27
Prep to Win: Harlequins,1,1,2,0.6,Prime Video,2022-04-28,2022-04-28,Returning Series,TRUE,0
A Day in the Life,2,1,6,0.873,Hulu,2011-08-17,2012-05-14,Ended,FALSE,271
The Trials of Rosie O'Neill,2,1,6,28.151,CBS,1990-09-17,1992-05-30,Ended,FALSE,621
Goldie Gold and Action Jack,1,1,5,1.177,ABC,1981-09-12,1987-09-26,Ended,FALSE,2205
Bez Bebek,3,1,2,18.647,FOX,2007-09-20,2010-04-02,Ended,FALSE,925
Temperatures Rising,2,1,5,13.126,ABC,1972-09-12,1974-08-29,Ended,FALSE,716
Dick and the Duchess,1,1,5,24.002,CBS,1957-09-28,1958-03-22,Ended,FALSE,175
Bakersfield P.D.,1,1,10,21.544,FOX,1993-09-14,1994-08-18,Ended,FALSE,338
"Hold on, look ahead.",1,1,7,1.753,Hulu,2021-04-23,2021-06-11,Ended,FALSE,49
The Smothers Brothers Show,1,1,5,5.541,CBS,1965-09-17,1966-04-22,Ended,FALSE,217
Karen's Song,1,1,5,1.64,FOX,1987-07-18,1987-09-12,Ended,FALSE,56
24/7,20,1,7,2.826,HBO,2007-04-15,2018-08-27,Returning Series,TRUE,4152
The Adventures of Skippy,2,1,6,13.625,ABC,1992-05-04,1993-03-08,Ended,FALSE,308
Island Son,1,1,5,3.13,CBS,1989-09-16,1990-03-29,Ended,FALSE,194
California Fever,1,1,5,2.611,CBS,1979-09-25,1979-12-11,Ended,FALSE,77
CBS Storybreak,3,1,5,4.902,CBS,1985-03-30,1989-01-28,Ended,FALSE,1400
The People Next Door,1,1,5,0.906,CBS,1989-09-18,1989-10-16,Ended,FALSE,28
Van A naar Onbekend,1,1,2,0.6,Prime Video,2023-04-21,2023-05-19,Returning Series,TRUE,28
